I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
9834,No,2008,12,25,20,20,51.5,35,4.8,4.8,,4.7,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,30,,,,,19,1,,2,30,1,5400,4,,,,,19,1,,2,30,1,5400,4
8257,No,2008,12,29,3,37,41.7,158,5.8,5.8,,5.9,,,,,AFGHANISTAN,,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075,40,,,,,,,,1,,,,,,,,,,,,1,,,,1
8204,Yes,2009,1,3,19,43,50.6,17,7.6,7.6,7.5,6.6,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,170,5,1,,,250,3,,3,,,840,3,5,1,,,250,3,,3,,,840,3
8211,Yes,2009,1,3,22,33,40.2,23,7.3,7.3,7.4,6.7,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,170,,,,,,,,,,,,,,,,,,,,,,,,
8210,No,2009,1,8,19,21,35.6,14,6.1,6.1,6,5.7,,,,,COSTA RICA,,COSTA RICA:  LA PAZ,10.165,-84.197,100,23,1,17,1,100,2,,3,518,3,,,23,1,17,1,100,2,,3,518,3,,
8250,Yes,2009,1,15,17,49,39,36,7.4,7.4,7.5,6.9,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,46.857,155.154,50,,,,,,,,,,,,,,,,,,,,,,,,
8258,No,2009,1,21,18,17,3.3,10,4.6,,,4.6,4.2,,,,PERU,,PERU:  PACCHA,-11.779,-75.626,160,,,,,,,,2,50,1,500,3,,,,,,,,2,50,1,500,3
8251,Yes,2009,2,11,17,34,50.8,22,7.2,7.2,7.2,6.6,,,,,INDONESIA,,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,170,,,,,64,2,,2,,,597,3,,,,,64,2,,2,,,597,3
8278,No,2009,2,20,3,48,48.2,10,5.4,5.4,,5.5,,,,,PAKISTAN,,PAKISTAN; INDIA:  KASHMIR,34.204,73.899,60,,,,,44,1,,1,,,,,,,,,44,1,,1,,,,2
8279,No,2009,2,20,10,2,29.1,17,5.5,,,5.5,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,40.657,78.692,40,,,,,,,,3,5613,4,331,3,,,,,,,,3,331,3,5613,4
8259,Yes,2009,3,19,18,17,40.9,34,7.6,7.6,7.6,7,,,,,TONGA,,TONGA ISLANDS,-23.046,-174.659,170,,,,,,,,,,,,,,,,,,,,,,,,
8298,No,2009,3,26,4,44,11.6,10,4.1,,,4.1,,,,,INDIA,,INDIA:  CHAIBASA,22.399,85.903,60,,,,,5,1,,1,,,,,,,,,5,1,,1,,,,1
8299,No,2009,3,31,17,50,34.1,36,4.4,,,4.4,4.9,,,,NICARAGUA,,NICARAGUA:  SAN JUAN DEL RIO COCO,13.452,-86.06,100,,,,,,,,1,3,1,10,1,,,,,,,,2,3,1,10,1
8264,No,2009,4,6,1,32,39,9,6.3,6.3,6.2,5.6,,,,,ITALY,,ITALY:  L'AQUILA,42.334,13.334,130,309,3,,,1500,4,2500,4,15000,4,,,309,3,,,1500,4,2500,4,15000,4,,
8277,No,2009,4,7,17,47,37,15,5.5,5.5,5.4,5.4,,,,,ITALY,,ITALY:  L'AQUILA,42.275,13.464,130,1,1,,,,,,1,,,,1,1,1,,,,,,1,,,,1
8317,No,2009,4,9,1,46,58.2,44,5.2,,,5.2,,,,,INDIA,,INDIA:  JAISALMER,27.143,70.749,60,,,,,6,1,,2,,,,,,,,,6,1,,2,,,,2
8318,No,2009,4,16,21,27,51.3,6,5.4,,,5.4,,,,,AFGHANISTAN,,AFGHANISTAN:  NANGARHAR,34.185,70.076,40,19,1,,,51,2,,2,200,3,200,3,19,1,,,51,2,,2,200,3,,
8379,No,2009,5,17,19,50,6.2,10,4.6,,,4.6,,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,25.212,37.597,140,,,,,,,,1,,2,,,,,,,,,,1,,2,,
8380,No,2009,5,19,17,35,0.6,2,5.7,5.7,5.3,5.7,,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,25.292,37.744,140,,,,,7,1,,,,,,,,,,,7,1,,,,,,
8381,No,2009,5,19,19,29,48.9,21,4.9,,,4.9,,,,,INDIA,,INDIA:  KASHMIR,33.198,75.787,60,,,,,,,,1,,,,,,,,,,,,1,,,100,2
8382,No,2009,5,24,16,17,50.8,0,5.3,5.3,,5.2,5.5,,,,MACEDONIA,,BALKANS NW:  MACEDONIA,41.303,22.714,130,,,,,,,,2,,,,,,,,,,,,2,,,,3
8297,Yes,2009,5,28,8,24,45,10,7.3,7.3,7.2,6.7,,,,,HONDURAS,,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,90,7,1,,,40,1,,2,135,3,25,1,7,1,,,40,1,,2,135,3,25,1
8384,No,2009,5,29,6,20,14.6,13,5.7,5.7,5.5,5.5,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,-17.026,168.329,170,,,,,10,1,,1,,2,,2,,,,,10,1,,1,,2,,
8385,No,2009,6,2,2,17,3.5,15,6.3,6.3,6.2,5.7,,,,,VANUATU,,VANUATU ISLANDS:  TONGOA,-17.757,167.949,170,,,,,4,1,,1,,,,,,,,,4,1,,1,,,,2
8383,No,2009,6,13,17,17,38.2,15,5.4,5.4,5.1,5.8,,,,,KAZAKHSTAN,,KAZAKHSTAN:  TEKELI,44.724,78.864,40,1,1,,,,,,1,,,,2,1,1,,,,,,1,,,,2
10419,Yes,2009,7,1,9,30,10.4,19,6.4,6.4,6.3,6.1,,,,2,GREECE,,GREECE:  CRETE,34.164,25.471,130,,,,,,,,,,,,,,,,,,,,,,,,
8388,No,2009,7,4,6,49,35.5,38,6,6,5.5,6,,,,5,PANAMA,,PANAMA: PANAMA CITY,9.59,-78.966,100,,,,,32,1,,1,,,,,,,,,32,1,,1,,,10,1
8389,No,2009,7,9,11,19,16.2,7,5.7,5.7,5.6,5.5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,30,,,,,336,3,,3,,,,,,,,,336,3,,3,,,,
8357,Yes,2009,7,15,9,22,29,12,7.8,7.8,7.7,6.5,7.3,,,,NEW ZEALAND,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8390,No,2009,7,24,3,11,56.8,13,5.8,5.8,5.4,5.7,,,,,CHINA,,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,40,,,,,,,,1,6,1,6,1,,,,,,,,1,6,1,,2
8492,No,2009,8,8,13,26,17.5,10,3.4,,,3.4,,,,,CHINA,,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,30,2,1,,,1,1,,2,440,3,440,3,2,1,,,1,1,,2,440,3,,
8378,Yes,2009,8,10,19,55,35.6,5,7.5,7.5,7.6,6.9,,,,,INDIA,,INDIA:  ANDAMAN I,14.099,92.888,60,,,,,,,,,,,,,,,,,,,,,,,,
8377,Yes,2009,8,10,20,7,9.1,40,6.4,6.4,,6.1,,,,,JAPAN,,JAPAN:  HONSHU:  S COAST,34.743,138.264,30,1,1,,,123,3,,3,,,5192,4,1,1,,,123,3,,3,,,5192,4
8472,Yes,2009,8,16,7,38,21.7,20,6.7,6.7,6.7,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,60,,,,,9,1,,,,,,,,,,,9,1,,,,,,
8512,No,2009,8,28,1,52,6.6,13,6.2,6.2,6.2,6.2,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,37.696,95.718,40,,,,,,,,1,,,,,,,,,,,,1,,,30,1
8513,No,2009,8,30,19,27,48.8,82,5.2,,,5.2,,,,,MYANMAR (BURMA),,MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,60,,,,,,,,1,,,,,,,,,,,,1,,,,
8386,Yes,2009,9,2,7,55,1,46,7,7,7,6.8,,,,,INDONESIA,,INDONESIA:  JAVA,-7.782,107.297,60,81,2,,,1297,4,,3,,,54000,4,81,2,,,1297,4,,3,,,54000,4
8532,No,2009,9,6,22,41,37.3,15,6,6,5.8,5.7,,,,,GEORGIA,,GEORGIA:  NORTHWESTERN,42.66,43.443,40,,,,,1,1,,2,,,,,,,,,1,1,,2,,,1000,3
8387,No,2009,9,12,20,6,24.6,10,6.3,6.3,6.4,6.3,,,,,VENEZUELA,,VENEZUELA:  CARABOBO,10.705,-67.92,160,,,,,18,1,,1,,,17,1,,,,,18,1,,1,,,17,1
8533,No,2009,9,18,11,53,48,10,5.7,5.7,5.2,5.4,,,,,PHILIPPINES,,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,170,,,,,91,2,,1,,,,,,,,,91,2,,1,,,76,2
8534,No,2009,9,18,23,6,57.7,79,5.7,5.7,,6,,,,,INDONESIA,,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,60,,,,,7,1,,1,,,,2,,,,,7,1,,1,,,,2
8392,No,2009,9,21,8,53,5.9,14,6.1,6.1,6.1,6.1,,,,,BHUTAN,,BHUTAN:  TASHIGANG,27.332,91.437,60,11,1,,,,,,3,,3,,3,11,1,,,,3,,3,,3,,
8535,No,2009,9,22,8,20,41,0,3.1,,,,3.1,,,,AUSTRALIA,,AUSTRALIA:  MORNINGTON,-38.28,145.25,170,,,,,,,,1,,,,,,,,,,,,1,,,,
8408,Yes,2009,9,29,17,48,10.9,18,8.1,8.1,8.1,7.1,,,,,SAMOA,,SAMOA ISLANDS,-15.489,-172.095,170,,,,,,,,,,,,,192,3,,,7,1,285,4,,,,
8409,Yes,2009,9,30,10,16,9.2,81,7.5,7.5,,7.1,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,60,1117,4,,,1214,4,2200,4,,3,181665,4,1117,4,,,1214,4,2200,4,,3,181665,4
8552,No,2009,10,1,1,52,27.3,10,6.6,6.6,6.7,5.9,,,,,INDONESIA,,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,60,3,1,,,,,10,3,,3,,3,3,1,,,,,10,3,,3,,
8410,Yes,2009,10,7,22,3,14.4,45,7.6,7.6,7.3,6.4,,,,,VANUATU,,VANUATU ISLANDS,-13.006,166.51,170,,,,,,,,,,,,,,,,,,,,,,,,
8572,No,2009,10,7,22,18,51.2,35,7.8,7.8,7.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,170,,,,,,,,,,,,,,,,,,,,,,,,
8573,No,2009,10,9,18,11,39.9,35,5.4,,,5.4,,,,,ECUADOR,,ECUADOR:  TENA,-0.962,-77.817,160,,,,,,,,1,,,,,,,,,,,,1,,,,
8574,No,2009,10,22,19,51,27.5,18,6.1,6.1,,6.1,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.517,70.95,40,5,1,,,,,,1,,,,,5,1,,,,,,1,,,,
8772,No,2009,10,29,17,0,38.6,26,5.3,,,5.3,,,,,BHUTAN,,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,60,,,,,,,,2,1,1,1,1,,,,,,,,2,1,1,116,3
8431,No,2009,11,1,21,7,20.6,25,4.9,4.9,,5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.962,100.825,30,,,,,28,1,,,1000,3,1000,3,,,,,28,1,,,1000,3,30000,4
8430,No,2009,11,3,23,26,52,14,5.1,,,5.1,4.9,,,,IRAN,,IRAN:  BANDAR ABBAS,27.334,56.202,140,,,,,269,3,,1,,,,,,,,,269,3,,1,,,,1
8451,No,2009,11,8,19,41,43.3,18,6.6,6.6,6.5,6.3,,,,,INDONESIA,,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,60,2,1,,,200,3,2.43,2,,,,,2,1,,,200,3,2.43,2,,,,2
8592,No,2009,11,27,8,15,53.3,7,5.4,5.4,5,5.4,,,,,VENEZUELA,,VENEZUELA:  SIQUISIQUE,10.434,-69.715,160,,,,,,,,1,,,,,,,,,,,,1,,,,
8792,No,2009,12,6,21,51,59.8,2,3.5,,,,3.5,,,,SOUTH AFRICA,,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,10,2,1,,,3,1,,,,,,,2,1,,,3,1,,,,,,
8793,No,2009,12,8,3,8,57.2,8,5.9,5.9,5.9,5.9,,,,,MALAWI,,MALAWI:  KARONGA,-9.948,33.878,10,1,1,,,15,1,,3,,,,,1,1,,,15,1,,3,,,3000,4
8794,No,2009,12,12,11,51,25.7,10,5.1,,,5.1,,,,,INDIA,,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,60,,,,,,,,1,,,,,,,,,,,,1,,,,2
8795,No,2009,12,17,23,45,36.4,7,4.9,,,4.9,,,,,JAPAN,,JAPAN:  HONSHU:  ITO,34.921,139.261,30,,,,,7,1,,1,,,,,,,,,7,1,,1,,,20,1
8652,No,2009,12,19,13,2,17,57,6.4,6.4,,6.2,,,,,TAIWAN,,TAIWAN:  HUALIEN,23.796,121.605,30,,,,,14,1,,1,,,,1,,,,,14,1,,1,,,,1
8632,No,2009,12,19,23,19,15.5,6,6,6,6,6,,,,,MALAWI,,MALAWI:  KARONGA,-10.108,33.818,10,3,1,,,250,3,,3,1111,4,1111,4,3,1,,,250,3,,3,1111,4,3565,4
8812,No,2009,12,30,18,48,57.7,9,5.9,5.9,5.7,5.7,,,,,MEXICO,,MEXICO:  MEXICALI,32.437,-115.165,150,,,,,,,,1,,,,,,,,,,,,1,,,,2
8813,No,2009,12,31,9,57,29.7,10,5.2,,5.2,5.5,,,,,BHUTAN,,BHUTAN:  DAMETSI,27.319,91.51,60,,,,,2,1,,2,,,,,,,,,2,1,,2,,,700,3
8693,No,2010,1,2,2,15,12,47,5.1,,5.1,5.4,,,,,TAJIKISTAN,,TAJIKISTAN,38.245,71.467,40,,,,,,,1.5,2,98,2,1000,3,,,,,,,1.5,2,98,2,1000,3
8672,Yes,2010,1,3,21,48,5.3,26,6.6,6.6,6.4,6,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.743,157.477,170,,,,,,,,,,,,,,,,,,,,,,,,
8673,Yes,2010,1,3,22,36,27.9,25,7.1,7.1,7.1,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.799,157.346,170,,,,,,,,1,16,1,60,2,,,,,,,,1,16,1,60,2
8692,Yes,2010,1,5,12,15,32.2,15,6.8,6.8,6.7,6.2,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.019,157.551,170,,,,,,,,,,,,,,,,,,,,,,,,
8992,No,2010,1,10,0,25,4.2,65,5.1,,,5.1,,,,,INDONESIA,,INDONESIA:  JAVA:  GARUT,-7.907,107.879,60,1,1,,,2,1,,,,,,,1,1,,,2,1,,,,,,
8712,No,2010,1,10,0,27,39.3,29,6.5,6.5,6.3,6.5,,,,,USA,CA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,150,,,,,30,1,21.8,3,,,,,,,,,30,1,21.8,3,,,,
8732,Yes,2010,1,12,21,53,10,13,7,7,7.3,6.8,,,,,HAITI,,HAITI:  PORT-AU-PRINCE,18.457,-72.533,90,316000,4,,,30000,4,8000,4,97294,4,188383,4,316000,4,,,300000,4,8000,4,97294,4,188383,4
8993,No,2010,1,15,18,0,46.7,8,5.5,5.5,5.2,5.4,,,,,VENEZUELA,,VENEZUELA:  CARIACO,10.454,-63.475,160,,,,,11,1,,1,,,3,1,,,,,11,1,,1,,,3,1
8994,No,2010,1,16,20,23,37,5,5,,,5,,,,,IRAN,,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,140,,,,,,,,2,,,,,,,,,,,,2,,,150,3
8995,No,2010,1,17,9,37,26.1,27,4.4,,,4.4,,,,,CHINA,,CHINA:  GUIZHOU PROVINCE,25.558,105.804,30,7,1,1,,9,1,,,,,,,7,1,1,1,9,1,,,,,,
8752,No,2010,1,30,21,36,58,10,4.7,,4.7,5.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,30,1,1,,,15,1,,2,200,3,200,3,1,1,,,15,1,,2,200,3,,
9052,No,2010,2,25,4,56,51.9,36,4.8,,4.8,5.2,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.523,101.903,30,,,,,11,1,,1,,,,1,,,,,11,1,,1,,,,1
9032,Yes,2010,2,26,20,31,26.9,25,7,7,7,6,,,,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,30,,,,,2,1,,1,,,,,,,,,2,1,,1,,,,
8872,Yes,2010,2,27,6,34,11.5,23,8.8,8.8,8.5,7.2,,,,9,CHILE,,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,160,402,3,,,12000,4,30000,4,,,500000,4,558,3,,,12000,4,30000,4,,,500000,4
9053,No,2010,2,27,15,45,37,10,6.3,,,6.3,,,,,ARGENTINA,,ARGENTINA:  SALTA,-24.872,-65.602,160,2,1,,,2,1,,,,,,,2,1,,,2,1,,,,,,
9152,No,2010,3,4,0,18,51.2,21,6.3,6.3,6.2,6.2,,,,,TAIWAN,,TAIWAN:  KAO-HSIUNG,22.918,120.795,30,,,,,96,2,1000,4,,,,,,,,,96,2,1000,4,,,340,3
8892,No,2010,3,8,2,32,34.7,12,6.1,6.1,6,5.9,,,,,TURKEY,,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,140,51,2,,,100,2,,2,287,3,287,3,51,2,,,100,2,,2,287,3,700,3
8912,Yes,2010,3,11,14,39,43.9,11,6.9,6.9,7,6.7,,,,,CHILE,,CHILE:  RANCAGUA,-34.29,-71.891,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9372,No,2010,3,30,16,54,46.7,34,6.7,6.7,6.3,6.5,,,,,INDIA,,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,60,,,,,10,1,,2,,,,,,,,,10,1,,2,,,,3
8932,No,2010,4,4,22,40,43.1,4,7.2,7.2,7.3,6.4,,,,,MEXICO,,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,150,2,1,,,233,3,1150,4,,,,3,2,1,,,233,3,1150,4,,,,3
8973,Yes,2010,4,6,22,15,1.5,31,7.8,7.8,7.9,7,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.383,97.048,60,,,,,,,,,,,,,,,,,,,,,,,,
8972,No,2010,4,13,23,49,38.3,17,6.9,6.9,7,6.5,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,30,2220,4,70,2,12135,4,500,4,15000,4,,,2220,4,70,2,12135,4,500,4,15000,4,,
9012,No,2010,4,18,20,28,50.2,13,5.6,5.6,5.4,5.7,,,,,AFGHANISTAN,,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,40,11,1,,,70,2,,4,2000,4,,,11,1,,,70,2,,4,2000,4,,
9033,No,2010,4,20,0,17,8,0,5.2,,,5.2,5,,,,AUSTRALIA,,AUSTRALIA:  KALGOORLIE,-30.794,121.406,60,,,,,3,1,,1,,,,,,,,,3,1,,1,,,,1
9512,No,2010,5,1,22,36,29.3,36,4.5,,,4.5,,,,,INDIA,,INDIA:  CHAMOLI,30.099,80.026,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9513,No,2010,5,6,2,42,47.9,37,6.2,6.2,5.9,6.7,,,,,PERU,,PERU:  TACNA,-18.058,-70.547,160,,,,,11,1,,2,,,,,,,,,11,1,,2,,,,2
9092,No,2010,5,9,5,59,41.6,38,7.2,7.2,7.3,6.6,,,,,INDONESIA,,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9132,No,2010,5,14,12,29,22.3,2,5.2,,,5.2,5.2,,,,ALGERIA,,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,15,2,1,,,43,1,,,,,,,2,1,,,43,1,,,,,,
9514,No,2010,5,16,5,16,10,113,5.8,5.8,,5.4,,,,,USA TERRITORY,PR,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,90,,,,,,,,1,,,,,,,,,,,,1,,,,1
9172,Yes,2010,5,29,11,46,50.3,10,4.4,,,4.4,,,,,USA TERRITORY,MP,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,170,,,,,,,,,,,,,,,,,,,,,,,,
9252,Yes,2010,6,12,19,26,50.4,35,7.5,7.5,7.5,7,,,,6,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,60,,,,,,,,,,,,,,,,,,,,,,,,
9764,No,2010,6,15,4,26,58.4,5,5.8,5.8,5.7,5.6,,,,,USA,CA,CALIFORNIA:  OCOTILLO,32.7,-115.921,150,,,,,,,,1,,,,1,,,,,,,,1,,,,1
9292,No,2010,6,16,3,16,27.5,18,7,7,7.1,6.7,,,,6,INDONESIA,,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,170,17,1,,,,,,3,2556,4,,,17,1,,,,,,3,2556,4,,
9765,No,2010,6,18,23,9,31,20,5.9,5.9,5.9,6.1,,,,,INDIA,,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,60,,,,,,,,1,,,,,,,,,,,,1,,,,2
9766,No,2010,6,22,23,14,10.8,16,5.2,,,5.2,5.2,,,,INDIA,,INDIA:  TAULI,29.872,80.428,60,,,,,,,,1,,1,,1,,,,,,,,1,,1,,
9373,No,2010,6,23,17,41,41,22,5.2,5.2,,5.5,,,,6,CANADA,,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,150,,,,,,,,1,,,,,,,,,,,,1,,,,
9767,No,2010,6,30,7,22,27.6,20,6.2,6.2,6,5.9,,,,,MEXICO,,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,150,1,1,,,,,,,,,,,1,1,,,,,,,,,,
9412,No,2010,7,20,19,38,9.5,10,5.8,5.8,,5.6,,,,,IRAN,,IRAN:  FARSINAJ,27.022,53.861,140,1,1,,,32,1,,2,,,,3,1,1,,,32,1,,2,,,,3
9432,No,2010,7,23,22,51,12.4,586,7.6,7.6,,6.9,,,,4,PHILIPPINES,,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,170,,,,,,,,,,,,,,,,,,,,,,,,
9769,No,2010,7,30,13,50,13.2,24,5.4,5.4,,5.5,5.8,,,,IRAN,,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,140,,,,,274,3,,3,,,,,,,,,274,3,,3,,,,
9452,Yes,2010,8,10,5,23,44.9,25,7.2,7.2,7.3,6.4,,,,7,VANUATU,,VANUATU ISLANDS,-17.541,168.069,170,,,,,,,,,,,,,,,,,,,,,,,,
9770,No,2010,8,12,11,54,15.5,207,7.1,7.1,,6.4,,,,,ECUADOR,,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,160,,,,,,,,1,,,,,,,,,,,,1,,,,
9612,Yes,2010,8,13,21,19,33,10,6.9,6.9,6.9,6.5,,,,,USA TERRITORY,GU,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,170,,,,,,,,,,,,,,,,,,,,,,,,
9472,No,2010,8,27,19,23,49.5,7,5.7,5.7,5.5,5.6,,,,,IRAN,,IRAN:  DAMGHAN-TORUD,35.49,54.47,140,3,1,,,200,3,,3,700,3,,,3,1,,,200,3,,3,700,3,,
9771,No,2010,8,29,0,53,31.4,35,4.9,,,4.9,,,,,CHINA,,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,30,,,,,14,1,,3,,,1001,4,,,,,14,1,,3,,,1001,4
9492,No,2010,9,3,16,35,47.7,12,7,7,7.3,6.4,,,,9,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,170,,,,,2,1,6500,4,,,,3,,,,,2,1,6500,4,,,,3
9772,No,2010,9,6,11,24,1.5,9,5,,,5,5.3,,,5,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9773,No,2010,9,6,22,48,33.2,21,5.1,,,5.1,5.2,,,6,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9774,No,2010,9,7,19,49,57.4,6,5,,,5,4.7,,,7,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,170,,,,,,,,1,,,,,,,,,,,,1,,,,
9775,No,2010,9,10,17,24,16.6,10,4.8,,,4.8,,,,5,BANGLADESH,,BANGLADESH:  NARAYANGANJ,23.407,90.648,60,,,,,,,,1,,,,,,,,,,,,1,,,,
9552,No,2010,9,27,11,22,46,27,5.8,5.8,5.6,5.9,6,,,,IRAN,,IRAN:  SHIRAZ,29.647,51.665,140,1,1,,,3,1,,1,,1,,,1,1,,,3,1,,1,,1,,
9777,No,2010,10,10,21,44,25.9,33,5.2,,,5.2,,,,,PAKISTAN,,"PAKISTAN:  KHANPUR, HARIPUR",33.869,72.887,60,1,1,,,15,1,,2,,,100,1,1,1,,,15,1,,1,,,100,2
9592,Yes,2010,10,25,14,42,22,20,7.8,7.8,7.3,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA,-3.487,100.082,60,,,,,,,,,,,,,431,3,,,,,39,4,700,3,,
9632,No,2010,11,3,0,56,55,1,5.5,5.5,5.2,5.3,,,,6,SERBIA,,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,130,2,1,,,100,2,,3,1000,3,5000,4,2,,,,100,2,,3,1000,3,5000,4
9803,No,2010,11,6,3,52,20,5,4.9,,,4.9,4.7,,,,IRAN,,IRAN:  DORUD-RAZAN,33.37,48.94,140,,,,,104,3,,1,,,,2,,,,,104,2,,1,,,,2
9825,No,2010,11,12,9,37,19.9,27,4.7,,,4.7,,,,,PAKISTAN,,PAKISTAN:  QUETTA,30.178,67.117,60,,,,,12,1,,1,,,,2,,,,,12,1,,1,,,,2
9827,No,2010,12,16,12,14,24.5,10,5.1,,,5.1,,,,,ETHIOPIA,,"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA",7.521,37.839,10,,,,,,3,,2,,,,3,,,,,,3,,2,,,,3
